"","cy","cy2","country_name","year","v2jupoatck_lag2","v2jupoatck_lag1","v2jupoatck","v2juhccomp_lag2","v2juhccomp_lag1","v2juhccomp","v2jupurge_lag2","v2jupurge_lag1","v2jupurge","v2jupack_lag2","v2jupack_lag1","v2jupack","v2x_jucon_lag2","v2x_jucon_lag1","v2x_jucon","v2juhcind_lag2","v2juhcind_lag1","v2juhcind","v2xlg_legcon","v2x_divparctrl","v2x_polyarchy","v2x_regime","e_gdppc","e_regiongeo","e_regionpol","log_e_gdppc","region","POLCONIII_VDEM","polconiii","LJI","LJI_lag1","LJI_lag2","LJI_lag3","LJI_lead1","LJI_lead2","LJI_vdem","LJI_vdem_lag1","LJI_vdem_lag2","LJI_vdem_lag3","LJI_vdem_lead1","LJI_vdem_lead2","boix_democracy","boix_democracy_text","boix_democracy_omitteddata","boix_democracy_trans","boix_democracy_breakdowns","boix_democracy_duration","boix_democracy_duration_log","system","checks","frac","govfrac","numvote","gov1me","gov1vote","gov2me","gov2vote","gov3me","gov3vote","oppfrac","oppvote","opp1me","opp1vote","opp2me","opp2vote","opp3me","opp3vote","execme","percentl","execnat","allhouse","api_gov","popul_gov","conserv_gov","extremism_gov","seatshare_gov","seatshare_total","api_exec_party","popul_exec_party","conserv_exec_party","api_opp","popul_opp","conserv_opp","seatshare_opp","edi_high","regime_type","api_exec_gov","popul_exec_gov","conserv_exec_gov","api_model","popul_model","conserv_model"
"931","GHA 2008","Ghana 2008","Ghana",2008,0.42,0.42,0.776,2.013,1.958,1.958,1.996,1.996,1.996,1.527,1.527,0.812,0.853,0.832,0.832,1.798,1.332,1.332,0.898,1.634,0.737,3,7.019,6,4,1.94862075774828,"Sub-S. Africa",0.36,0.359893951,0.453,0.4593,0.4676,0.4803,0.4475,0.4426,0.5262,0.5301,0.5392,0.5547,0.5292,0.5369,1,"democracy",1,0,2,12,2.484906649788,"Presidential",3,0.5320999,0,0,"NDC",NA,NA,0,NA,0,0.052927926,0,"NPP",NA,"PNC",NA,"CPP",NA,"NDC",50.23,0,1,0.103037,0.328338,-1.222517,0.479196,49.3,96.9,0.209,0.666,-0.972,0.125188,0.134232,0.36414,47.6,"high edi","Liberal democracy",0.1560185,0.497169,-1.0972585,0.1560185,0.497169,-1.0972585
"935","GHA 2012","Ghana 2012","Ghana",2012,1.219,1.219,0.514,1.703,1.783,2.013,2.297,1.996,1.996,1.819,1.819,1.527,0.833,0.835,0.853,1.563,1.432,1.798,0.867,1.634,0.776,3,8.956,6,4,2.19232369873651,"Sub-S. Africa",0.36,0.359893951,0.4912,0.4998,0.5042,0.5056,0.4803,0.4676,0.5677,0.5761,0.582,0.5845,0.5547,0.5392,1,"democracy",1,0,2,16,2.77258872223978,"Presidential",3,0.51211679,0,0,"NDC",NA,NA,0,NA,0,0.016129032,0,"NPP",NA,"PNC",NA,NA,0,"NDC",NA,0,1,0.132886,0.334098,-0.997022,0.522936,53.8,98.5,0.247,0.621,-0.972,0.096552,0.128736,0.341955,44.7,"high edi","Liberal democracy",0.189943,0.477549,-0.984511,0.189943,0.477549,-0.984511
"1042","ZAF 1994","South Africa 1994","South Africa",1994,-0.233,-0.233,-0.324,1.707,1.707,0.687,2.541,1.52,0.921,0.321,0.321,0.321,0.844,0.84,0.672,1.22,1.22,0.753,0.682,-0.634,0.391,1,17.834,9,4,2.88110674771269,"Sub-S. Africa",0.28,0.270378638,0.8149,0.8634,0.8901,0.9067,0.7619,0.7293,0.6765,0.7004,0.7166,0.7276,0.6487,0.6265,1,"democracy",1,1,0,1,0,"Assembly-Elected President",2,0.54989976,0.49418703,97.580002,"ANC",62.650002,"National Party",24.389999,"IFP",10.54,0.73122531,5.5999999,"Freedom Front",2.1700001,"Democratic Party",1.73,"Pan Africanist Congress",1.25,"ANC",NA,0,1,0.282435,0.591102,0.841833,1.300385,94.3,94.3,0.147,0.774,-1.339,NA,NA,NA,NA,"low edi","Autocratic",0.2147175,0.682551,-0.2485835,0.282435,0.591102,0.841833
"1047","ZAF 1999","South Africa 1999","South Africa",1999,0.423,0.423,0.423,1.707,1.707,1.707,2.541,2.541,2.541,1.403,1.403,1.403,0.844,0.844,0.844,1.22,1.22,1.22,0.829,-0.634,0.705,3,19.022,9,4,2.94559620406019,"Sub-S. Africa",0.44,0.444775039,0.9226,0.925,0.9239,0.919,0.9172,0.9067,0.7434,0.7474,0.7493,0.7487,0.7366,0.7276,1,"democracy",1,0,0,6,1.79175946922805,"Assembly-Elected President",2,0.53711075,0.0074906368,66.660004,"ANC",66.360001,"Minority Front",0.30000001,NA,0,0.80706739,33.139999,"Democratic Party",9.5500002,"NNP",6.8699999,"IFP",8.5799999,"ANC",NA,0,1,0.076475,0.4522,-0.032604,0.593845,66.5,91.5,0.115,0.68,-0.893,0.077065,0.075385,0.18785,15.5,"high edi","Liberal democracy",0.0957375,0.5661,-0.462802,0.076475,0.4522,-0.032604
"1052","ZAF 2004","South Africa 2004","South Africa",2004,0.423,0.423,0.423,1.707,1.707,1.707,2.541,2.541,2.541,1.403,1.403,1.403,0.844,0.844,0.844,1.22,1.22,1.22,0.829,-0.634,0.759,3,21.669,9,4,3.07588266773682,"Sub-S. Africa",0.46,0.46273432,0.8979,0.8855,0.8627,0.8304,0.9113,0.919,0.7437,0.7396,0.7344,0.7268,0.7469,0.7487,1,"democracy",1,0,0,11,2.39789527279837,"Assembly-Elected President",2,0.49271202,0.073666625,72.230003,"ANC",69.68,"UDM",2.28,"AZAPO",0.27000001,0.72250491,27.039999,"DA",12.37,"IFP",6.9699998,"ID",1.73,"ANC",NA,0,1,0.090042,0.489298,0.120196,0.623314,69.8,89.3,0.129,0.701,-0.893,0.04028,0.096195,0.19366,19.5,"high edi","Liberal democracy",0.109521,0.595149,-0.386402,0.090042,0.489298,0.120196
"1057","ZAF 2009","South Africa 2009","South Africa",2009,0.364,0.364,0.545,1.707,1.707,1.707,2.053,2.053,2.541,1.403,1.403,1.403,0.856,0.856,0.856,1.22,1.22,1.22,0.826,-0.634,0.767,3,24.58,9,4,3.20193310413789,"Sub-S. Africa",0.42,0.417023618,0.7853,0.7771,0.78,0.7738,0.805,0.8304,0.7127,0.7072,0.7044,0.7027,0.7199,0.7268,1,"democracy",1,0,0,16,2.77258872223978,"Assembly-Elected President",2,0.52969223,0.029515345,66.730003,"ANC",65.900002,"VF Plus",0.82999998,NA,0,0.67516047,32.52,"DA",16.66,"COPE",7.4200001,"IFP",4.5500002,"ANC",NA,0,1,0.26598,0.49302,0.233021,0.87978,66,90.3,0.403,0.747,-1.333,0.018999,0.130284,0.143088,24.3,"high edi","Liberal democracy",0.33449,0.62001,-0.5499895,0.26598,0.49302,0.233021
"1062","ZAF 2014","South Africa 2014","South Africa",2014,0.413,0.413,0.364,1.202,1.202,1.202,2.63,2.63,2.63,1.389,1.389,1.389,0.834,0.834,0.834,1.332,1.332,1.332,0.853,-0.634,0.752,2,25.611,9,4,3.24302194669628,"Sub-S. Africa",0.41,0.412194175,0.7554,0.7458,NA,NA,0.7661,0.7738,0.7021,0.7023,NA,NA,0.702,0.7027,1,"democracy",1,0,0,21,3.04452243772342,"Assembly-Elected President",2,0.55934834,0,62.150002,"ANC",62.150002,NA,0,NA,0,0.62136865,37.849998,"DA",22.23,"EFF",6.3499999,"IFP",2.4000001,"ANC",NA,0,1,0.22428,0.446068,-0.490644,0.830459,62.3,90.9,0.36,0.716,-1.333,0.071267,0.175475,-0.021579,28.6,"high edi","Electoral democracy",0.29214,0.581034,-0.911822,0.22428,0.446068,-0.490644
"1260","JPN 1976","Japan 1976","Japan",1976,2.546,2.546,2.546,2.136,2.136,2.136,2.492,2.492,2.492,1.788,1.788,1.788,0.886,0.886,0.886,0.679,0.679,0.679,0.897,-0.592,0.842,3,43.59,12,6,3.7748277662503,"E. Asia",0.42,0.520189451,0.9781,0.9784,0.9781,0.9781,0.9779,0.978,0.941,0.942,0.9423,0.9431,0.9413,0.9419,1,"democracy",1,0,0,25,3.2188758248682,"Parliamentary",4,0.69066221,0,41.779999,"LDP",41.779999,NA,0,NA,0,0.72413033,47.760002,"Socialist",20.690001,"Komeito",10.91,"Dem. Soc.",6.2800002,"LDP",NA,0,0,0.059901,0.034577,0.763311,0.603393,48.7,96.7,0.123,0.071,1.239,0.022703,0.217148,-0.644583,40.6,"high edi","Liberal democracy",0.0914505,0.0527885,1.0011555,0.059901,0.034577,0.763311
"1263","JPN 1979","Japan 1979","Japan",1979,2.546,2.546,2.546,2.136,2.136,2.136,2.492,2.492,2.492,1.788,1.788,1.788,0.886,0.886,0.886,0.679,0.679,0.679,0.897,-0.592,0.84,3,49.043,12,6,3.89269746430826,"E. Asia",0.46,0.549588114,0.9781,0.9787,0.979,0.9788,0.9781,0.9784,0.9431,0.9444,0.9455,0.9469,0.9423,0.942,1,"democracy",1,0,0,28,3.3322045101752,"Parliamentary",4,0.69333577,0,44.59,"LDP",44.59,NA,0,NA,0,0.75303185,51.639999,"Socialist",19.709999,"Komeito",9.7799997,"Dem. Soc.",6.7800002,"LDP",NA,0,0,0.058685,0.034435,0.264517,0.600915,48.5,95,0.121,0.071,1.239,0.037055,0.258512,-0.80615,46.5,"high edi","Liberal democracy",0.0898425,0.0527175,0.7517585,0.058685,0.034435,0.264517
"1264","JPN 1980","Japan 1980","Japan",1980,2.546,2.546,2.546,2.136,2.136,2.136,2.492,2.492,2.492,1.788,1.788,1.788,0.886,0.886,0.886,0.679,0.679,0.679,0.897,-0.592,0.842,3,50.399,12,6,3.91997133361064,"E. Asia",0.46,0.5535941,0.9787,0.979,0.9788,0.9786,0.9781,0.9781,0.9444,0.9455,0.9469,0.9473,0.9431,0.9423,1,"democracy",1,0,0,29,3.36729582998647,"Parliamentary",3,0.63965821,0,44.59,"LDP",44.59,NA,0,NA,0,0.73613763,51.639999,"Socialist",19.709999,"Komeito",9.7799997,"Dem. Soc.",6.7800002,"LDP",NA,0,0,0.068388,0.039476,0.05975,0.688884,55.6,95,0.123,0.071,1.239,0.030615,0.221863,-0.703791,39.4,"high edi","Liberal democracy",0.095694,0.055238,0.649375,0.068388,0.039476,0.05975
"1267","JPN 1983","Japan 1983","Japan",1983,2.546,2.546,2.546,2.136,2.136,2.136,2.492,2.492,2.492,1.788,1.788,1.788,0.886,0.886,0.886,0.679,0.679,0.679,0.897,1.506,0.843,3,53.93,12,6,3.98768690934914,"E. Asia",0.42,0.518073302,0.9786,0.9786,0.9786,0.9784,0.9788,0.979,0.9473,0.9472,0.9451,0.9451,0.9469,0.9455,1,"democracy",1,0,0,32,3.46573590279973,"Parliamentary",4,0.69495779,1.110223e-16,45.759998,"LDP",45.759998,NA,0,NA,0,0.74584353,53.459999,"Socialist",19.49,"Komeito",10.12,"Dem. Soc.",7.27,"LDP",NA,0,0,0.065526,0.034719,0.33818,1.029834,48.9,94.7,0.134,0.071,2.106,0.033004,0.249838,-0.761335,45.8,"high edi","Liberal democracy",0.099763,0.0528595,1.22209,0.065526,0.034719,0.33818
"1270","JPN 1986","Japan 1986","Japan",1986,2.546,2.546,2.546,2.136,2.136,2.136,2.492,2.492,2.492,1.788,1.788,1.788,0.886,0.886,0.886,0.679,0.679,0.679,0.897,1.626,0.844,3,59.477,12,6,4.08558968319824,"E. Asia",0.46,0.536674023,0.9784,0.9781,0.978,0.9778,0.9786,0.9786,0.9451,0.9464,0.9478,0.9497,0.9451,0.9472,1,"democracy",1,0,0,35,3.55534806148941,"Parliamentary",3,0.60381246,0.038083307,51.259998,"LDP",49.419998,"NLC",1.84,NA,0,0.71643436,48.529999,"Socialist",17.23,"Komeito",9.4300003,"JCP",8.79,"LDP",NA,0,0,0.078524,0.041606,-0.443272,1.234116,58.6,98.1,0.134,0.071,2.106,0.026152,0.186537,-0.597276,32.6,"high edi","Liberal democracy",0.106262,0.056303,0.831364,0.078524,0.041606,-0.443272
"1274","JPN 1990","Japan 1990","Japan",1990,2.546,2.546,2.546,2.136,2.136,2.136,2.492,2.492,2.492,1.788,1.788,1.788,0.886,0.886,0.886,0.679,0.679,0.679,0.897,-0.432,0.845,3,70.993,12,6,4.26258128063155,"E. Asia",0.41,0.535113141,0.9779,0.9783,0.9787,0.9788,0.9778,0.978,0.9516,0.9536,0.957,0.9593,0.9497,0.9478,1,"democracy",1,0,0,39,3.66356164612965,"Parliamentary",3,0.63097733,0,46.139999,"LDP",46.139999,NA,0,NA,0,0.61063462,47.610001,"Socialist",24.35,"Komeito",7.98,"JCP",7.96,"LDP",NA,0,0,0.065514,0.038127,-0.36507,0.795297,53.7,96.3,0.122,0.071,1.481,0.034457,0.22365,-0.729445,38.5,"high edi","Liberal democracy",0.093757,0.0545635,0.557965,0.065514,0.038127,-0.36507
"1277","JPN 1993","Japan 1993","Japan",1993,2.546,2.546,2.546,2.136,2.136,2.136,2.492,2.492,2.492,1.788,1.788,1.788,0.886,0.886,0.886,0.679,0.679,0.679,0.897,1.159,0.845,3,76.251,12,6,4.33403053015562,"E. Asia",0.41,0.534898128,0.9788,0.9785,0.979,0.9787,0.9787,0.9783,0.9593,0.9614,0.9634,0.9619,0.957,0.9536,1,"democracy",1,0,0,42,3.73766961828337,"Parliamentary",11,0.76546848,0.80605298,33.670002,"SDPJ",15.43,"JRP",10.1,"Komeito",8.1400003,0.30521551,44.32,"LDP",36.619999,"JCP",7.6999998,"independent",NA,"JNP",NA,0,0,0.042307,0.126846,-0.114,0.343538,34.5,93.7,0.104,0.63,0.485,0.069499,0.094676,0.273465,59.2,"high edi","Liberal democracy",0.0731535,0.378423,0.1855,0.042307,0.126846,-0.114
"1280","JPN 1996","Japan 1996","Japan",1996,2.546,2.546,2.546,2.136,2.136,2.136,2.492,2.492,2.492,1.788,1.788,1.788,0.886,0.886,0.886,0.679,0.679,0.679,0.918,-0.167,0.845,3,80.114,12,6,4.3834506203249,"E. Asia",0.51,0.593464085,0.9787,0.9785,0.9785,0.9783,0.979,0.9785,0.9619,0.9604,0.9593,0.9564,0.9634,0.9614,1,"democracy",1,0,0,45,3.80666248977032,"Parliamentary",4,0.66100204,0,38.630001,"LDP",38.630001,NA,0,NA,0,0.59183615,58.799999,"NFP",27.969999,"SDPJ",10.1,"JCP",12.55,"LDP",NA,0,0,0.085562,0.033938,0.754776,0.596066,47.8,97.6,0.179,0.071,1.247,0.048704,0.144228,0.140416,49.8,"high edi","Liberal democracy",0.132281,0.052469,1.000888,0.085562,0.033938,0.754776
"1284","JPN 2000","Japan 2000","Japan",2000,2.546,2.546,2.546,2.136,2.136,2.136,2.492,2.492,2.492,1.788,1.788,1.788,0.886,0.886,0.886,0.679,0.679,0.679,0.929,-0.087,0.845,3,81.458,12,6,4.40008754999154,"E. Asia",0.44,0.5733413,0.9767,0.9744,0.9721,0.9712,0.9783,0.9785,0.9539,0.9485,0.947,0.9473,0.9564,0.9593,1,"democracy",1,0,0,49,3.89182029811063,"Parliamentary",3,0.68591678,0.24794315,41.800003,"LDP",28.700001,"New Komeito",13.1,"Hoshuto",NA,0.5111503,56.099998,"DPJ",25.5,"Liberal Party",9.8999996,"JCP",11.3,"LDP",NA,0,0,0.08173,0.06388,0.679484,0.760595,55,94.3,0.159,0.071,1.483,0.034429,0.188965,-0.058766,30.7,"high edi","Liberal democracy",0.120365,0.06744,1.081242,0.08173,0.06388,0.679484
"1287","JPN 2003","Japan 2003","Japan",2003,2.546,2.546,2.546,2.136,2.136,2.136,2.492,2.492,2.492,1.788,1.788,1.788,0.886,0.886,0.886,0.679,0.679,0.679,0.929,-0.087,0.845,3,82.614,12,6,4.41417915769029,"E. Asia",0.46,0.636566989,0.9712,0.9704,0.9688,0.9667,0.9721,0.9744,0.9473,0.9473,0.9464,0.9441,0.947,0.9485,1,"democracy",1,0,0,52,3.95124371858143,"Parliamentary",3,0.60756785,0.23965344,46.669998,"LDP",43.849998,"New Komeito",1.49,"NCP",1.33,0.14774215,47.66,"DPJ",36.66,"JCP",8.1300001,"SDPJ",2.8699999,"LDP",NA,0,1,0.082525,0.088488,0.315289,1.271758,56.5,96.6,0.158,0.111,2.483,0.045964,0.237733,0.095854,40.1,"high edi","Liberal democracy",0.1202625,0.099744,1.3991445,0.082525,0.088488,0.315289
"1289","JPN 2005","Japan 2005","Japan",2005,2.546,2.546,2.546,2.136,2.136,2.136,2.492,2.492,2.492,1.788,1.788,1.788,0.886,0.886,0.886,0.679,0.679,0.679,0.929,-0.087,0.847,3,84.371,12,6,4.43522374066152,"E. Asia",0.45,0.547197564,0.9688,0.9667,0.9649,0.9629,0.9704,0.9712,0.9464,0.9441,0.9419,0.9384,0.9473,0.9473,1,"democracy",1,0,0,54,3.98898404656427,"Parliamentary",3,0.56061482,0.17215437,49.209999,"LDP",47.77,"New Komeito",1.4400001,NA,0,0.22662306,45.149998,"DPJ",36.439999,"JCP",7.25,"SDPJ",1.46,"LDP",NA,0,1,0.201535,0.143104,-0.157361,1.815832,68.2,95.1,0.32,0.182,2.876,0.03386,0.158193,-0.068452,26.9,"high edi","Liberal democracy",0.2607675,0.162552,1.3593195,0.201535,0.143104,-0.157361
"1293","JPN 2009","Japan 2009","Japan",2009,2.546,2.546,2.546,2.136,2.136,2.136,2.492,2.492,2.492,1.788,1.788,1.788,0.886,0.886,0.886,0.679,0.679,0.679,0.929,0.044,0.859,3,83.712,12,6,4.42738233639468,"E. Asia",0.35,0.484727139,0.9608,0.9588,0.9561,0.9541,0.9629,0.9649,0.9344,0.9311,0.9275,0.9228,0.9384,0.9419,1,"democracy",1,0,0,58,4.06044301054642,"Parliamentary",3,0.52528125,0.061524116,0,"DPJ",NA,"SDPJ",NA,"PNP",NA,0.39853874,0,"LDP",NA,"New Komeito",NA,"JCP",NA,"DPJ",NA,0,1,0.100152,0.453894,-0.457921,0.118128,64.2,95.3,0.156,0.707,-0.184,0.060985,0.059305,0.355587,31.1,"high edi","Liberal democracy",0.128076,0.580447,-0.3209605,0.100152,0.453894,-0.457921
"1296","JPN 2012","Japan 2012","Japan",2012,2.546,2.546,2.546,2.136,2.136,2.136,2.492,2.492,2.492,1.788,1.788,1.788,0.875,0.886,0.886,0.679,0.679,0.679,0.929,-0.017,0.85,3,85.758,12,6,4.45152937615503,"E. Asia",0.35,0.337691697,0.9541,0.953,0.9521,0.9516,0.9561,0.9588,0.9228,0.9194,0.9165,0.9138,0.9275,0.9311,1,"democracy",1,0,0,61,4.11087386417331,"Parliamentary",3,0.5934304,0.17310542,0,"LDP",NA,"New Komeito",NA,NA,0,0.67166841,0,"DPJ",NA,"JRP",NA,"Your Party",NA,"LDP",NA,0,1,0.165927,0.128946,0.165077,1.245885,67.8,98.4,0.264,0.162,1.965,0.012019,0.048195,-0.148631,11.9,"high edi","Liberal democracy",0.2149635,0.145473,1.0650385,0.165927,0.128946,0.165077
"1298","JPN 2014","Japan 2014","Japan",2014,2.546,2.546,2.546,2.136,2.136,2.136,2.492,2.492,2.492,1.788,1.788,1.788,0.875,0.875,0.875,0.679,0.679,0.679,0.929,-0.227,0.823,3,86.254,12,6,4.45729643164769,"E. Asia",0.4,0.517724787,0.9521,0.9516,NA,NA,0.953,0.9541,0.9165,0.9138,NA,NA,0.9194,0.9228,1,"democracy",1,0,0,63,4.14313472639153,"Parliamentary",3,0.58996058,0.19278252,0,"LDP",NA,"New Komeito",NA,NA,0,0.60723484,0,"DPJ",NA,"JRP",NA,"JCP",NA,"LDP",NA,0,1,0.242952,0.115396,-1.178,1.247679,68.5,96.9,0.39,0.134,1.965,0.020812,0.103356,-0.318318,19.8,"high edi","Liberal democracy",0.316476,0.124698,0.3935,0.242952,0.115396,-1.178
"1749","RUS 1993","Russia 1993","Russia",1993,-0.506,-0.506,-0.876,-0.496,-0.496,-0.496,-0.164,-0.164,-0.164,1.647,1.647,1.647,0.347,0.347,0.376,-0.506,-0.506,0.079,0.663,1.382,0.479,1,32.733,4,1,3.48838374334107,"E. Europe",0,0,0.3327,0.3301,0.3313,0.3333,0.3361,0.336,0.2229,0.2313,0.241,0.2483,0.2043,0.1728,1,"democracy",1,0,0,2,0.693147180559945,"Presidential",5,0.85682642,0.59524918,5.5,"DVR",NA,"Yabloko",NA,"DPR",5.5,0.77794486,43.040001,"LDPR",22.790001,"KPRF",12.35,"APR",7.9000001,"independent",NA,0,0,0.041813,0.072879,-0.05394,0.338635,26.1,85.4,NA,NA,NA,0.30793,0.297166,-0.716595,36.7,"low edi","Autocratic",NA,NA,NA,NA,NA,NA
"1751","RUS 1995","Russia 1995","Russia",1995,-0.506,-0.506,-0.506,-0.496,-0.496,-0.496,0.208,0.208,-0.164,1.647,1.647,1.647,0.331,0.347,0.347,-0.506,-0.506,-0.506,0.629,1.382,0.476,1,28.066,4,1,3.33455887932894,"E. Europe",0.59,0.079654234,0.3313,0.3333,0.3343,0.3352,0.3301,0.3327,0.241,0.2483,0.2493,0.2489,0.2313,0.2229,1,"democracy",1,0,0,4,1.38629436111989,"Presidential",5,0.71347326,0.57339448,21.290001,"NDR",10.33,"Yabloko",7.02,"RDC",3.9400001,0.4701677,37.98,"KPRF",22.73,"LDPR",11.4,"APR",3.8499999,"independent",57.18,0,0,0.090264,0.057903,0.209626,0.073287,24.9,74.9,NA,NA,NA,0.396821,0.394683,-1.16278,44.4,"low edi","Autocratic",NA,NA,NA,NA,NA,NA
"1861","ALB 1992","Albania 1992","Albania",1992,-0.791,-0.791,-0.791,0.833,0.833,0.833,-1.761,-1.761,-1.925,-1.696,-1.696,-1.696,0.645,0.645,0.645,1.108,1.108,1.108,0.884,0.941,0.421,1,7.312,3,1,1.98951683415185,"E. Europe",0,0,0.301,0.3256,0.341,0.3391,0.2677,0.2224,0.4068,0.4208,0.4301,0.433,0.3881,0.3671,1,"democracy",1,1,0,1,0,"Parliamentary",2,0.49527231,0.13275613,66.599998,"PDS",62.299999,"PSDS",4.3000002,NA,0,0.14146341,25,"PSS",25,"UHRP",NA,"PRS",NA,"PDS",NA,0,1,0.250974,0.252945,-0.062776,0.798912,65.7,92.8,0.382,0.385,1.216,0.066395,0.048509,-0.428451,27.1,"low edi","Autocratic",0.316487,0.3189725,0.576612,0.250974,0.252945,-0.062776
"1866","ALB 1997","Albania 1997","Albania",1997,-1.517,-1.517,-1.162,0.833,0.833,0.833,-0.476,-0.843,-1.485,-0.239,-0.898,-1.696,0.64,0.64,0.645,1.108,1.108,1.108,0.891,1.392,0.372,1,9.354,3,1,2.23580405930369,"E. Europe",0,0.330198078,0.3356,0.3365,0.3366,0.3382,0.3368,0.3391,0.4355,0.4378,0.4407,0.4449,0.4342,0.433,1,"democracy",1,1,1,1,0,"Parliamentary",2,0.52745527,0.23766866,58.099998,"PSS",52.799999,"PSDS",2.5,"UHRP",2.8,0.34920636,28,"PDS",25.700001,"National Front",2.3,"Legality",NA,"PSS",NA,0,1,0.28036,0.14996,-0.224347,0.695032,65.2,94.9,0.43,0.23,-1.066,0.110825,0.02542,0.18848,15.5,"low edi","Autocratic",0.35518,0.18998,-0.6451735,0.28036,0.14996,-0.224347
"1870","ALB 2001","Albania 2001","Albania",2001,-1.26,-1.26,-1.26,0.599,0.599,0.599,0.966,0.966,0.966,0.275,0.275,0.275,0.62,0.631,0.627,0.9,1.108,1.108,0.893,1.556,0.44,1,12.505,3,1,2.52612856432958,"E. Europe",0.36,0.362877907,0.3421,0.351,0.3591,0.3666,0.3382,0.3366,0.4494,0.4548,0.4595,0.4634,0.4449,0.4407,1,"democracy",1,0,1,5,1.6094379124341,"Parliamentary",2,0.62045217,0.22421393,50.329998,"PSS",41.509998,"SDP",3.6400001,"UHRP",2.6099999,0.34022558,44.450001,"Union of Victory",36.810001,"PD",5.0900002,"PAD",2.55,"PSS",NA,0,1,0.184955,0.075024,-0.068452,0.555386,52.1,85,0.355,0.144,-1.066,0,0,0,32.9,"low edi","Autocratic",0.2699775,0.109512,-0.567226,0.184955,0.075024,-0.068452
"1874","ALB 2005","Albania 2005","Albania",2005,-1.759,-1.759,-1.759,0.599,0.599,0.599,0.966,0.966,0.966,0.275,0.275,0.275,0.657,0.657,0.657,0.9,0.9,0.9,0.893,1.577,0.518,2,16.104,3,1,2.77906768833749,"E. Europe",0.41,0.413586968,0.3761,0.3831,0.3934,0.4001,0.3666,0.3591,0.4684,0.4746,0.4825,0.4889,0.4634,0.4595,1,"democracy",1,0,1,9,2.19722457733622,"Parliamentary",3,0.74275428,0.45078605,47.900002,"PDS",40,"PRS",7.9000001,"PD",NA,0.52617657,38.599998,"PSS",30,"PSDS",5,"LSI",3.5999999,"PDS",NA,0,0,0.246854,0.240821,-0.184544,0.594393,47.9,92.3,0.533,0.543,1.216,0.121476,0.121812,-0.338772,33.6,"low edi","Electoral democracy",0.389927,0.3919105,0.515728,0.246854,0.240821,-0.184544
"1878","ALB 2009","Albania 2009","Albania",2009,-1.838,-1.302,-1.106,0.599,0.599,0.599,0.737,0.737,0.737,0.275,0.275,0.275,0.651,0.651,0.665,0.795,0.795,0.912,0.893,-1.448,0.545,2,20.682,3,1,3.02926375676278,"E. Europe",0.5,0.495057297,0.4038,0.4086,0.4139,0.4136,0.4001,0.3934,0.4948,0.5019,0.5104,0.5171,0.4889,0.4825,1,"democracy",1,0,1,13,2.56494935746154,"Parliamentary",2,0.57556331,0.23742923,60.389999,"PDS",46.919998,"ASI",5.5599999,"LSI",4.8499999,0.030303031,42.039997,"PSS",40.849998,"PBDNj",1.1900001,NA,0,"PDS",NA,0,0,0.271102,0.1193,0.479895,0.606259,51.5,99.3,0.533,0.237,1.216,0.22199,0.20836,-0.485055,47.8,"low edi","Electoral democracy",0.402051,0.17815,0.8479475,0.271102,0.1193,0.479895
"1882","ALB 2013","Albania 2013","Albania",2013,-1.53,-1.53,-1.53,1.309,1.309,1.018,1.588,1.588,1.588,0.98,0.98,0.98,0.742,0.742,0.726,0.533,0.533,0.533,0.824,-1.619,0.521,2,22.708,3,1,3.12271728530848,"E. Europe",0.37,0.367678541,0.4038,0.395,0.3917,NA,0.4136,0.4139,0.5207,0.5242,0.5258,NA,0.5171,0.5104,1,"democracy",1,0,1,17,2.83321334405622,"Parliamentary",3,0.64542645,0.35025817,53.200001,"PSS",41.400002,"LSI",10.4,"UHRP",0.89999998,0.23051947,36.099998,"PDS",30.5,"PDIU",2.5999999,"PRS",3,"PSS",NA,0,0,0.227282,0.223596,-0.086152,0.31435,57.8,95.6,0.352,0.447,-0.548,0.200466,0.087465,0.462819,37.8,"low edi","Electoral democracy",0.289641,0.335298,-0.317076,0.227282,0.223596,-0.086152
"2488","COL 1978","Colombia 1978","Colombia",1978,-0.571,-0.713,-0.578,0.424,0.424,0.424,0.844,0.844,0.844,1.66,1.66,1.66,0.59,0.59,0.601,1.589,1.589,1.589,0.722,0.695,0.429,1,15.304,18,2,2.72811423213795,"Latin Am.",0.44,0.44042462,0.5215,0.5268,0.534,0.5329,0.5193,0.5167,0.5818,0.5819,0.5829,0.5825,0.5807,0.5792,1,"democracy",1,0,1,21,3.04452243772342,"Presidential",2,0.51951677,0.49489877,94.650002,"PL",55.200001,"Conserv.",39.450001,NA,0,0,12.09,"ANAPO/UNO",12.09,NA,0,NA,0,"PL",NA,0,1,0.838243,0.394791,-0.637096,1.193574,97.5,100,0.812,0.489,-0.135,NA,NA,NA,NA,"low edi","Autocratic",0.8251215,0.4418955,-0.386048,0.8251215,0.4418955,-0.386048
